40000 100000
1 38304 17806
1 28402 39153
1 26089 25199
1 38389 23045
1 13749 25546
1 15951 24935
1 30358 9853
1 29708 25617
1 33649 39756
1 23031 11208
1 8215 5674
1 14860 25653
1 12553 33702
1 10212 7762
1 29772 11668
1 7068 14029
1 16058 37976
1 39644 33501
1 6421 29049
1 5084 18285
1 11396 6044
1 22754 10122
1 22634 32002
1 6546 30740
1 20658 2654
1 15818 28409
1 18290 36596
1 32059 33321
1 12389 30770
1 30901 7564
1 21710 16724
1 12691 17395
1 31477 25483
1 30117 30437
1 1281 17453
1 4469 23241
1 35818 33661
1 34643 31024
1 9893 13280
1 10848 28915
1 10483 24832
1 32875 37624
1 11862 15382
1 2988 15527
1 30982 23893
1 15804 18260
1 20951 27108
1 9784 26037
1 23583 24562
1 38525 1693
1 4558 1447
1 30217 35078
1 23818 6335
1 10936 35778
1 4663 27380
1 23140 15357
1 25689 34
1 38465 37116
1 22052 23650
1 26606 28857
1 26113 35011
1 19120 10327
1 23551 13126
1 10450 22310
1 8959 21798
1 20984 8025
1 3708 25705
1 19095 20178
1 3641 18518
1 39040 3885
1 38793 8479
1 948 33045
1 31666 13824
1 34519 12384
1 8623 39206
1 19557 18204
1 28494 4453
1 20281 9652
1 21334 2391
1 33258 13466
1 26424 7929
1 10410 18704
1 11052 15341
1 19060 17386
1 20974 11583
1 21707 1164
1 29071 16226
1 32616 3188
1 10721 20681
1 29222 12544
1 11957 23307
1 1333 17511
1 27040 7947
1 8613 34351
1 20263 32485
1 38169 32946
1 14019 5188
1 37164 1491
1 15115 5027
1 13368 3419
1 22655 34382
1 31229 33374
1 31158 30032
1 24875 7175
1 29133 21353
1 26186 25632
1 30199 32584
1 33556 32772
1 2087 13163
1 38752 12443
1 29940 29507
1 32303 33360
1 28274 11945
1 31666 11250
1 33093 19017
1 23943 6068
1 19464 23459
1 27410 31877
1 26907 15364
1 17589 14505
1 17206 35475
1 31940 31655
1 4320 7841
1 30215 16362
1 28967 21461
1 34662 32375
1 10270 27423
1 25637 19816
1 30987 22266
1 16336 31277
1 9380 11834
1 37 28967
1 7440 15701
1 30294 13542
1 30012 195
1 7349 8876
1 20505 5875
1 3936 813
1 29330 37293
1 10214 20913
1 19625 32031
1 16440 33836
1 30737 13718
1 311 18945
1 1136 32106
1 11649 27851
1 5294 16193
1 16804 22539
1 24393 28379
1 29745 30921
1 36478 33110
1 21797 28549
1 22843 27451
1 8799 5024
1 17797 15498
1 25541 10789
1 32168 16644
1 36895 24258
1 22011 32113
1 36373 36533
1 17710 28573
1 15067 1503
1 31079 30883
1 169 28824
1 1271 29449
1 1954 24128
1 18518 15409
1 28803 16311
1 19532 4088
1 24745 36532
1 18041 21037
1 23864 17162
1 22495 19413
1 6492 20368
1 35451 17436
1 28847 11695
1 8941 12336
1 9392 24457
1 19860 26725
1 12264 8660
1 13910 36388
1 8089 322
1 32683 352
1 905 38419
1 20075 35456
1 23815 24869
1 23243 8785
1 24759 22256
1 18204 37765
1 32185 7866
1 25797 30466
1 33907 5801
1 23177 15935
1 15718 20273
1 24186 3011
1 2249 26009
1 29438 34582
1 32224 4822
1 20066 36692
1 19703 21876
1 37732 32677
1 31561 3812
1 30747 10206
1 31272 35751
1 21965 35268
1 26691 2620
1 39630 23598
1 4243 32787
1 37566 26884
1 6083 20708
1 20081 12318
1 10709 1881
1 14510 21582
1 24852 13857
1 38712 12476
1 9005 878
1 34507 38583
1 25418 38908
1 8669 38405
1 15567 20762
1 39886 37119
1 39201 1140
1 28032 3711
1 18630 25174
1 1239 23905
1 5022 17905
1 32712 7487
1 22720 8595
1 31236 32252
1 34271 20865
1 18114 29201
1 17107 404
1 15125 18347
1 28192 7365
1 17071 38259
1 24914 23885
1 722 6051
1 7672 29738
1 18827 35186
1 24444 35007
1 34774 12305
1 39590 29976
1 7131 564
1 19090 5145
1 6852 8726
1 9441 575
1 12902 35604
1 19453 879
1 7457 37582
1 39234 26446
1 37436 6894
1 21805 16496
1 18163 16921
1 439 7971
1 24595 15461
1 29987 19898
1 6000 12292
1 36452 33983
1 29077 1501
1 2727 21633
1 21287 2799
1 19647 24574
1 27114 27711
1 2696 19130
1 25957 39436
1 14028 34770
1 6100 1521
1 34667 28204
1 27567 22869
1 14673 36324
1 24227 2137
1 12929 15140
1 30880 23786
1 13011 28010
1 14305 32647
1 34722 11474
1 20102 5077
1 32201 4687
1 29152 32067
1 13429 30532
1 29560 9021
1 18841 34843
1 16211 30282
1 17633 24412
1 25448 32991
1 17648 27760
1 29882 25501
1 19325 18560
1 14687 38582
1 15905 31883
1 3795 20586
1 15319 25881
1 16430 3478
1 1025 7266
1 5532 39948
1 19889 577
1 28536 25734
1 22133 38389
1 39759 13583
1 13175 346
1 5473 16616
1 26793 24566
1 29889 18626
1 2540 34923
1 10688 3906
1 12864 2152
1 13804 9073
1 20785 16450
1 19558 12395
1 13957 26099
1 33728 5160
1 12676 16666
1 33983 36966
1 3267 16178
1 2366 18443
1 203 34289
1 35731 32366
1 2492 18957
1 30744 8095
1 9930 19984
1 29113 17011
1 9236 22481
1 24128 24643
1 2549 28475
1 30009 8020
1 4859 3623
1 4567 23016
1 38845 32615
1 6910 30200
1 20904 25976
1 20836 18222
1 6212 1736
1 17664 14954
1 10548 19504
1 30273 3368
1 20836 23038
1 26106 1888
1 29567 38950
1 32840 17162
1 7074 6598
1 16063 14748
1 8155 38485
1 27212 1520
1 19627 29538
1 22414 1556
1 37080 7210
1 5914 26121
1 232 38655
1 11398 7815
1 27376 17200
1 15246 32561
1 18147 24506
1 674 39341
1 4474 14060
1 25403 24
1 31685 6110
1 22166 17393
1 989 28181
1 16983 27444
1 18291 8841
1 5258 8780
1 11021 19920
1 13506 18715
1 4971 25582
1 24183 31567
1 23801 39215
1 31069 34955
1 39809 27138
1 24874 16363
1 31833 14370
1 35771 25139
1 26930 28421
1 35139 10781
1 13927 25556
1 16699 1988
1 6279 31081
1 5103 13621
1 36983 28731
1 1383 35846
1 8494 7548
1 22125 27833
1 37782 1112
1 20611 16830
1 11799 33133
1 34486 4978
1 8770 29579
1 36406 26094
1 28981 27608
1 10496 38331
1 30089 5870
1 28776 9885
1 35517 33442
1 18606 2694
1 4276 27752
1 28606 29406
1 428 19978
1 9717 287
1 25344 19930
1 34896 36413
1 20214 3491
1 13855 2715
1 39182 29964
1 26417 32712
1 32749 3326
1 36469 3802
1 23569 37702
1 30798 28109
1 6149 26930
1 25112 33163
1 30222 33188
1 13809 7320
1 35450 16910
1 26818 28180
1 25752 757
1 13608 37523
1 26323 2491
1 27791 27699
1 26924 8777
1 5118 7649
1 37626 2226
1 9592 17303
1 16549 24564
1 4567 17699
1 20723 39285
1 7111 8693
1 7848 17032
1 37230 13704
1 29353 21885
1 34908 39345
1 22107 32474
1 32491 2339
1 20669 11465
1 30442 4271
1 1213 3632
1 5529 4434
1 2514 8732
1 1150 22543
1 16420 18928
1 11802 34602
1 5879 8755
1 32406 13885
1 3426 20754
1 13353 36527
1 32716 32289
1 16171 15353
1 33820 6283
1 8204 17819
1 3647 20922
1 5696 36686
1 23902 17161
1 18449 9125
1 37912 23987
1 18663 24332
1 11066 30417
1 5728 34917
1 16543 39258
1 31722 7514
1 32396 11883
1 29059 36564
1 20976 12960
1 39757 32559
1 12448 14997
1 22745 32755
1 12269 1062
1 1443 13865
1 31298 14138
1 5471 454
1 15390 28858
1 17752 28129
1 37 8223
1 4789 14992
1 16852 21055
1 3695 27189
1 33485 1191
1 33358 4483
1 15579 34993
1 3228 9763
1 19682 36284
1 22072 30542
1 14486 27572
1 20071 33046
1 35820 18895
1 1716 35261
1 18988 20124
1 20487 14497
1 6840 7424
1 28096 23179
1 28633 1482
1 28262 38200
1 24280 11689
1 26264 32116
1 35636 37539
1 949 36090
1 18216 36046
1 25436 10337
1 18471 23478
1 12229 17001
1 28507 3676
1 26982 27346
1 18786 28150
1 28789 28197
1 17424 36926
1 5309 10891
1 17568 9284
1 38764 10518
1 39546 34660
1 18520 20781
1 4827 821
1 16314 35210
1 3091 4874
1 23016 38339
1 39215 7164
1 17617 22038
1 26314 9267
1 805 29374
1 28283 8041
1 38884 15637
1 18536 15472
1 16174 8502
1 23697 36781
1 3345 36425
1 5527 190
1 11935 34660
1 37894 17675
1 10359 2572
1 23894 19542
1 25080 2299
1 22005 27939
1 22118 22419
1 11550 23245
1 24683 5067
1 17575 27725
1 19656 18514
1 10248 38159
1 18362 4318
1 2774 31770
1 7410 27858
1 10421 5546
1 22923 29521
1 14261 4667
1 9351 9360
1 9862 8879
1 28940 10659
1 37691 21591
1 34559 35247
1 19710 10598
1 2931 2519
1 25703 11881
1 22255 14121
1 36948 25437
1 1462 30558
1 38712 21643
1 9357 31468
1 10906 13226
1 955 5746
1 18692 15041
1 12454 4245
1 10507 33910
1 18249 11743
1 38936 25112
1 25812 35963
1 23582 33155
1 15810 15882
1 39628 8807
1 28054 32483
1 14841 29301
1 28957 18334
1 14398 19961
1 32739 15454
1 9975 16085
1 31471 24595
1 9301 852
1 37226 25410
1 23929 10743
1 22641 12265
1 9495 16823
1 7857 2951
1 38242 9064
1 34617 29195
1 22222 17955
1 31619 34059
1 20421 32067
1 12500 5966
1 26243 22191
1 31450 38425
1 21550 26581
1 30832 11177
1 29824 3058
1 4262 8122
1 26694 25739
1 14774 8582
1 3155 28625
1 27950 18729
1 28706 34896
1 15591 36804
1 8865 38446
1 15187 26420
1 9629 18860
1 6305 25764
1 1005 872
1 29768 5986
1 29545 37539
1 27816 22704
1 30739 25177
1 10766 20007
1 7635 5706
1 21404 8344
1 13957 23864
1 11007 5775
1 2407 2562
1 32048 33058
1 603 24288
1 29619 27892
1 28041 20622
1 38625 24184
1 23538 705
1 786 10039
1 12103 35568
1 16661 23299
1 11990 38155
1 22085 5458
1 10849 15794
1 16885 35562
1 28427 7341
1 22836 38065
1 22381 3934
1 22082 4269
1 39051 15995
1 31349 6563
1 7606 5702
1 33897 4061
1 35458 18782
1 5281 22770
1 26698 25410
1 24711 28850
1 15694 25137
1 19810 29171
1 6122 18131
1 20529 3836
1 7351 16903
1 34554 24652
1 27014 23165
1 683 1172
1 37813 13460
1 1356 17619
1 27386 20255
1 11777 31260
1 11998 5956
1 4484 29596
1 12847 19035
1 26108 7154
1 39556 36893
1 10569 34948
1 13359 36508
1 30666 31676
1 28330 38915
1 30592 25005
1 20101 22274
1 16670 15867
1 31076 28801
1 9936 18669
1 23150 9981
1 26544 611
1 32509 23219
1 31841 31599
1 22803 23206
1 19459 1116
1 14147 24670
1 32921 3002
1 4675 10137
1 23634 36458
1 34785 22041
1 8573 20896
1 39847 27244
1 7586 22864
1 1142 5175
1 3421 3298
1 11645 29709
1 21255 24436
1 10225 36623
1 23168 5845
1 15507 21804
1 8558 38734
1 27558 39945
1 39948 3973
1 24919 31176
1 213 18467
1 18743 30940
1 3942 16707
1 30944 29991
1 37484 29827
1 32778 1315
1 17215 9984
1 19274 3020
1 36661 6923
1 32719 18190
1 18910 31857
1 26086 33480
1 38446 27577
1 22728 20255
1 6989 21176
1 30160 38494
1 27147 32307
1 20968 29649
1 19120 470
1 6417 30811
1 24890 13319
1 39468 23701
1 4943 17620
1 12476 39790
1 11075 5788
1 11460 243
1 2864 35305
1 1767 19372
1 4915 21216
1 35169 29805
1 28361 8200
1 24819 16916
1 30115 30719
1 27963 11120
1 11223 26872
1 19633 33925
1 34160 11012
1 25143 17709
1 14925 9195
1 28887 33860
1 26830 5909
1 31197 7004
1 36713 32261
1 29597 19579
1 22998 11305
1 5315 30577
1 32087 15500
1 39735 18152
1 16288 9873
1 20879 28004
1 27372 10452
1 9261 3129
1 29843 6563
1 20955 7192
1 557 22465
1 4322 7595
1 17226 36575
1 16916 35254
1 12518 5380
1 21855 4731
1 860 33437
1 18528 7698
1 24600 24290
1 16386 29101
1 19364 3509
1 37419 9208
1 27568 24753
1 30022 9660
1 34143 25999
1 31321 12115
1 17864 14862
1 16866 845
1 7702 37277
1 17103 5708
1 35878 33728
1 35740 10149
1 16597 30272
1 9596 12233
1 2248 6532
1 8736 13115
1 17309 30367
1 13597 20530
1 31594 21819
1 469 38068
1 1289 6548
1 33300 10922
1 14467 38336
1 36157 26598
1 15770 33596
1 33142 13076
1 19068 24429
1 12755 27249
1 15863 2818
1 32970 25802
1 7935 15790
1 33134 19535
1 25368 8310
1 12306 11292
1 24074 33769
1 40000 34869
1 39191 10743
1 33463 34695
1 6154 29400
1 11522 427
1 15744 10111
1 24780 23239
1 3728 21350
1 25011 9823
1 22918 33861
1 33746 29308
1 30175 13197
1 34085 1690
1 24400 19862
1 29970 23483
1 20722 2934
1 29701 36441
1 4302 13353
1 20516 33378
1 35312 14161
1 9504 15141
1 31130 35038
1 39809 23220
1 6212 14346
1 37584 35899
1 37103 18028
1 34386 29369
1 16986 33440
1 26370 24727
1 3428 27818
1 15101 32149
1 3078 8691
1 37511 3094
1 1268 27788
1 36829 9051
1 32513 5593
1 2092 30509
1 13036 4483
1 18830 37310
1 25044 17323
1 4571 23074
1 32947 38420
1 12727 20872
1 27532 12320
1 1099 4530
1 18252 35537
1 20954 11405
1 10549 32059
1 4525 35464
1 36376 130
1 18640 26316
1 9785 6076
1 35299 886
1 23107 28367
1 839 29931
1 17458 19930
1 28202 38112
1 9017 1657
1 12174 5858
1 34761 35526
1 13376 30527
1 39444 37886
1 26678 1649
1 554 21267
1 4309 30739
1 33230 11123
1 4800 27032
1 11416 37870
1 9369 17937
1 10375 35386
1 31626 12124
1 29174 15026
1 27697 11155
1 8403 15036
1 14110 36840
1 26445 16278
1 30320 8531
1 8737 39412
1 25752 4145
1 26130 6788
1 23986 24974
1 25786 26487
1 1528 24035
1 18023 6605
1 589 30056
1 30345 32032
1 33897 7674
1 37139 131
1 13347 37159
1 32006 32077
1 25099 21161
1 23832 31134
1 15078 27997
1 5566 25568
1 38854 12182
1 37279 27931
1 1379 34897
1 4328 12308
1 28023 36476
1 33691 25813
1 5976 16164
1 7512 4498
1 20221 267
1 16261 28783
1 1764 31188
1 23187 17890
1 29067 6953
1 7146 34674
1 26013 27206
1 29139 26132
1 30919 1558
1 31887 5341
1 19372 19757
1 31654 24225
1 8640 26336
1 19547 36293
1 9732 32901
1 21004 34967
1 16724 22425
1 35110 30992
1 9412 19801
1 23785 32554
1 28403 21049
1 30209 26928
1 6423 8966
1 25836 25395
1 34936 8013
1 5261 18487
1 8679 23189
1 24997 39665
1 20761 10264
1 28684 6386
1 22014 33456
1 38177 5243
1 21451 12337
1 16105 17903
1 14693 15141
1 30858 34747
1 12863 3326
1 27098 15233
1 5559 33563
1 11054 24853
1 11603 6324
1 20033 33597
1 39321 3388
1 14239 11251
1 30778 23673
1 283 27062
1 2997 2450
1 1590 16127
1 35608 28173
1 11148 25050
1 20540 17505
1 25296 33771
1 32547 29206
1 29191 25687
1 25288 30784
1 23075 5236
1 11679 13886
1 10865 23522
1 5233 34239
1 6584 4487
1 26110 13112
1 36708 13989
1 492 31850
1 31088 1230
1 27224 1935
1 10193 12409
1 5977 25427
1 34596 27411
1 25475 26879
1 19875 34654
1 33880 39375
1 12613 2218
1 9922 21474
1 24827 39334
1 4669 19254
1 24541 11620
1 37103 2967
1 33787 8538
1 14316 28983
1 33247 38698
1 28941 18200
1 34981 20267
1 28576 24125
1 28462 35738
1 24582 3024
1 37194 37348
1 19324 36051
1 14994 1115
1 9122 552
1 35705 12050
1 20375 24029
1 38984 20776
1 36237 5215
1 31671 36106
1 13373 18530
1 11804 27397
1 15757 28553
1 38692 38477
1 4205 8697
1 5456 1468
1 1453 16983
1 33585 24554
1 2324 16423
1 29891 24240
1 17751 23198
1 11136 17901
1 16388 9371
1 21941 24732
1 1702 26481
1 37826 18093
1 28964 21361
1 18971 12417
1 33397 1257
1 11852 30169
1 26837 24484
1 1964 14499
1 33700 33797
1 37144 37209
1 28227 14788
1 12347 837
1 11630 10978
1 19024 24280
1 31754 5782
1 11244 20362
1 18000 16861
1 18085 14463
1 38063 21146
1 9884 13592
1 39717 1146
1 34945 15894
1 17158 38259
1 24692 37779
1 22758 24078
1 2640 18536
1 11232 14988
1 16698 5604
1 12623 33561
1 13642 38866
1 24914 38396
1 11600 31608
1 6620 2868
1 20358 1012
1 38790 25493
1 11988 33869
1 5106 38952
1 4926 30523
1 7863 189
1 16068 18926
1 267 32719
1 7418 31143
1 7325 31495
1 24934 6219
1 21396 36148
1 38640 3643
1 33055 23498
1 11825 24393
1 17167 28065
1 14311 405
1 22110 26321
1 5601 23574
1 18284 31260
1 17206 8884
1 27268 26866
1 17747 20231
1 15107 10066
1 224 33347
1 1978 18703
1 34735 15296
1 15218 24132
1 27293 15321
1 7418 33276
1 26888 24747
1 1198 31551
1 34276 32953
1 20386 25540
1 19795 26040
1 36018 23903
1 25133 37315
1 15978 34438
1 35942 25534
1 11257 23905
1 17111 32826
1 8699 7998
1 34045 27551
1 17704 16081
1 772 7583
1 26234 2941
1 39138 38491
1 3444 13568
1 11572 19763
1 27054 15353
1 7786 12700
1 18233 13872
1 18554 7794
1 17174 38382
1 11259 29816
1 38099 578
1 18127 2395
1 5722 32505
1 5653 39083
1 1043 11294
1 437 25535
1 5162 3308
1 22974 1533
1 2470 35637
1 17812 21739
1 3858 35323
1 8675 19378
1 2692 29020
1 9567 31738
1 7594 39950
1 36649 19240
1 33616 28713
1 24122 23399
1 26686 11910
1 11092 4372
1 17611 38844
1 24985 22994
1 23810 7910
1 7391 5174
1 17633 3612
1 3269 26993
1 13960 39172
1 4484 37226
1 38362 115
1 32650 4424
1 15642 33958
1 7651 8823
1 15104 21488
1 27948 2066
1 20669 2296
1 23387 36939
1 28132 20529
1 23387 17752
1 34022 1206
1 28977 37194
1 13651 15482
1 14454 28773
1 29 15530
1 8885 30652
1 12198 17638
1 32165 10951
1 39061 25842
1 7811 15743
1 25360 10207
1 6881 36898
1 6502 36908
1 571 8891
1 6958 33696
1 30719 18110
1 13722 39331
1 36256 38652
1 34091 21009
1 4031 24644
1 818 2034
1 11287 20952
1 35125 3530
1 25968 27256
1 36961 39707
1 29815 14039
1 1322 27326
1 11938 25533
1 27044 22237
1 37462 27448
1 20842 241
1 16 1465
1 36425 14380
1 10777 14792
1 23068 10299
1 29053 1783
1 7673 28359
1 31167 39733
1 39836 13055
1 12645 13419
1 36040 35773
1 25844 29244
1 381 30758
1 32434 6607
1 30078 14108
1 8694 6201
1 5424 13235
1 21856 5845
1 16900 38712
1 10638 31898
1 31693 29311
1 18918 26753
1 33155 15561
1 5783 892
1 14771 22068
1 6992 28009
1 16640 10274
1 30132 80
1 26545 39496
1 11515 5028
1 37618 34180
1 23732 19352
1 10802 33366
1 8889 2043
1 25594 39925
1 2838 18168
1 11928 36946
1 21781 4021
1 29387 36927
1 26041 2079
1 11597 26775
1 13066 24478
1 16877 841
1 9173 19592
1 23027 15333
1 6338 6054
1 32347 15440
1 6751 26645
1 9412 10990
1 1625 30079
1 17253 21525
1 28804 20812
1 21133 28281
1 19333 6759
1 8117 19737
1 33485 29090
1 7928 24929
1 26343 25051
1 15907 29493
1 19600 14976
1 25142 39949
1 8866 21358
1 30469 26072
1 2634 32577
1 30365 30430
1 8948 25899
1 25194 2078
1 24931 39040
1 29992 39663
1 14545 15393
1 20085 15617
1 10083 9004
1 19961 22470
1 18471 9914
1 14887 392
1 34902 4701
1 25306 29836
1 39397 1007
1 25694 11952
1 29731 37123
1 23544 28143
1 24250 32105
1 7422 37603
1 9788 13705
1 36642 25986
1 6759 32793
1 29933 38646
1 34005 35053
1 35755 39803
1 18840 22390
1 32606 9426
1 39224 26626
1 12420 37947
1 5505 28505
1 4799 9417
1 17672 33354
1 39858 2729
1 20596 21169
1 18792 13495
1 28150 7605
1 17288 22398
1 18939 12732
1 6986 23290
1 20389 17408
1 14849 36807
1 6653 27493
1 11307 20712
1 12177 10047
1 11506 26947
1 16689 7742
1 1813 23770
1 33677 9744
1 5178 6827
1 36128 8717
1 35966 24752
1 1565 23333
1 13778 7826
1 4319 12546
1 10372 10963
1 12522 30388
1 1213 20455
1 4103 5845
1 3335 74
1 26219 1843
1 2420 31929
1 31572 18237
1 7675 23274
1 6647 19219
1 11201 26231
1 34461 17183
1 3866 30067
1 18624 24909
1 4208 39473
1 5580 20595
1 16102 39757
1 11874 34264
1 9055 15000
1 35051 33736
1 27246 38839
1 31746 39060
1 24401 39563
1 39047 16818
1 32711 31364
1 35254 19980
1 9534 19863
1 37836 4112
1 17478 14779
1 3591 17642
1 2318 9023
1 35302 2192
1 5592 13125
1 2913 29404
1 24532 13078
1 3002 24897
1 802 6851
1 5773 31656
1 13067 13180
1 5657 31700
1 32884 20693
1 31646 16953
1 693 21397
1 18819 7974
1 7108 31430
1 27048 19461
1 37747 33344
1 30578 2627
1 5844 17565
1 39986 38894
1 22408 5816
1 36978 34700
1 32864 158
1 11581 1628
1 24523 13904
1 42 36825
1 35374 26406
1 12251 23335
1 4206 12083
1 5376 35177
1 25304 25368
1 15170 11044
1 10536 19372
1 8815 39912
1 17893 31406
1 2129 8071
1 3187 15672
1 38009 32134
1 37594 21714
1 21540 10036
1 13480 6621
1 11259 1432
1 35637 30758
1 23237 23321
1 3107 24466
1 7148 7558
1 36125 12321
1 1424 36125
1 33931 16300
1 22679 2034
1 19386 39479
1 13757 26891
1 8688 27551
1 36776 36885
1 7580 28685
1 26914 29264
1 30419 24421
1 11252 22025
1 4618 4067
1 37822 37725
1 16455 12183
1 3751 5943
1 7649 28877
1 4780 26026
1 11408 21856
1 20088 4059
1 38024 26178
1 35598 8851
1 15311 20932
1 33173 25627
1 16933 32276
1 30589 16328
1 4957 4267
1 23874 17382
1 17191 6873
1 24322 38117
1 27307 37982
1 26572 12408
1 5687 7986
1 13603 1445
1 39739 7975
1 37416 11209
1 31164 17464
1 20972 16820
1 11809 6626
1 27674 743
1 15816 20409
1 7385 23079
1 18025 9485
1 7281 28006
1 25134 38575
1 32701 9746
1 35854 36014
1 22998 36517
1 25068 4335
1 38301 23277
1 34897 9171
1 21488 5060
1 13881 13604
1 1233 17944
1 30747 35354
1 30551 39614
1 3634 12570
1 33335 2867
1 4544 28385
1 37324 17119
1 36955 31435
1 27668 3347
1 566 39731
1 8257 20929
1 7256 10008
1 10347 6165
1 34629 8330
1 32991 36750
1 18331 32275
1 23949 13555
1 10882 26699
1 21090 29268
1 27213 33148
1 37292 18770
1 778 18690
1 20495 30094
1 12551 31323
1 1926 11191
1 31425 37199
1 36652 35343
1 25708 30402
1 27849 30757
1 27847 4313
1 39037 2854
1 4891 18159
1 7535 34921
1 14219 15575
1 20732 10581
1 29176 18119
1 7548 34334
1 8677 10542
1 3192 28894
1 5762 18625
1 15663 18892
1 30547 8224
1 5009 17844
1 23054 2252
1 4753 9612
1 26404 32452
1 15674 17952
1 13724 2152
1 236 35202
1 25953 33710
1 29729 30632
1 17649 31138
1 34386 10674
1 2799 37408
1 6672 19612
1 32873 25567
1 36019 18038
1 32057 5871
1 25240 10999
1 34766 16847
1 16348 3175
1 21688 32146
1 33681 32867
1 13838 37693
1 25639 11530
1 33528 17459
1 11658 28704
1 14976 25868
1 28317 35591
1 32533 39096
1 8046 16167
1 11704 38027
1 6982 1216
1 16170 8984
1 36641 1298
1 37996 36540
1 19057 36902
1 14310 35483
1 2770 33714
1 34906 134
1 31386 38428
1 15390 6177
1 21870 5088
1 38391 14606
1 33234 6466
1 31339 20633
1 13589 14200
1 2036 37044
1 27073 14129
1 39349 2325
1 7294 33191
1 38306 11970
1 8968 6000
1 31843 36796
1 24523 19738
1 17041 37075
1 36904 21770
1 17946 37548
1 28308 1299
1 14093 2956
1 36840 28900
1 2825 10052
1 26682 22617
1 10057 16734
1 35421 24803
1 3661 23942
1 15782 35681
1 32167 7165
1 2571 28822
1 34565 8239
1 25059 25372
1 21682 20457
1 21422 7399
1 2640 12549
1 9966 18840
1 6398 17954
1 2823 29775
1 16303 35530
1 22785 16354
1 2717 3241
1 32910 14807
1 10261 17313
1 19461 27336
1 10759 28755
1 39286 38451
1 1531 14409
1 7770 3200
1 36852 38219
1 2320 4043
1 3185 23039
1 39539 12303
1 1859 34028
1 38692 1136
1 33452 4237
1 8902 29297
1 10854 14383
1 24609 15904
1 13828 3980
1 38576 33243
1 16131 60
1 36653 10858
1 9322 14797
1 31938 16782
1 34677 22725
1 18177 34612
1 11310 13009
1 214 19423
1 37802 38510
1 19045 26922
1 11185 30521
1 8764 3551
1 14426 37116
1 36653 3552
1 14129 11321
1 8832 12525
1 9586 2593
1 30680 9028
1 31015 30114
1 15294 30304
1 3413 38789
1 5368 24646
1 37478 39225
1 15611 26943
1 5282 9105
1 23405 17381
1 2909 16105
1 5674 23085
1 4241 31962
1 19061 29311
1 34039 32929
1 20560 37619
1 24192 34435
1 4582 5740
1 28655 11185
1 28528 11257
1 4594 9706
1 20689 23616
1 14449 12903
1 24222 3277
1 10791 3423
1 27747 17171
1 6456 11554
1 1752 35179
1 911 2859
1 19255 25800
1 10054 35262
1 9024 6944
1 29709 14513
1 25974 3555
1 1268 20623
1 5512 27523
1 21648 4942
1 39981 5566
